,loss,accuracy,val_loss,val_accuracy
0,0.84754878282547,0.6351000070571899,0.47092533111572266,0.7968970537185669
1,0.5285863876342773,0.762499988079071,0.42451444268226624,0.8174894452095032
2,0.4612677991390228,0.7928000092506409,0.38462120294570923,0.8392101526260376
3,0.41440296173095703,0.8177000284194946,0.39464759826660156,0.8369534611701965
4,0.38311508297920227,0.8345333337783813,0.3624177575111389,0.8420310020446777
5,0.36098533868789673,0.8420666456222534,0.3523019254207611,0.85782790184021
6,0.3282093107700348,0.8585000038146973,0.35373687744140625,0.8561354279518127
7,0.31263482570648193,0.8665333390235901,0.3716607093811035,0.8445698022842407
8,0.2892719805240631,0.8797666430473328,0.3579806983470917,0.8614950776100159
9,0.27226313948631287,0.8846333622932434,0.37635645270347595,0.8454160690307617
10,0.2618686556816101,0.8931333422660828,0.36069566011428833,0.85782790184021
11,0.2478519231081009,0.8963333368301392,0.35519638657569885,0.8640338778495789
12,0.2250356823205948,0.90829998254776,0.3622080385684967,0.8637517690658569
13,0.2149190902709961,0.9108999967575073,0.37351691722869873,0.866008460521698
14,0.19609974324703217,0.9233333468437195,0.37382400035858154,0.8679831027984619
15,0.19124767184257507,0.923466682434082,0.3591754138469696,0.8592383861541748
16,0.17766684293746948,0.9300000071525574,0.3490254282951355,0.871086061000824
17,0.17657215893268585,0.9311000108718872,0.371033251285553,0.8736248016357422
18,0.16239820420742035,0.9370333552360535,0.3751738965511322,0.870239794254303
19,0.16080141067504883,0.9374666810035706,0.37297287583351135,0.8679831027984619
20,0.15021222829818726,0.9414666891098022,0.3616947829723358,0.8792665600776672
21,0.14110097289085388,0.945900022983551,0.388312965631485,0.8770098686218262
22,0.140324205160141,0.946066677570343,0.37676554918289185,0.8787024021148682
23,0.12857991456985474,0.9508333206176758,0.3697252571582794,0.8806769847869873
24,0.12396065145730972,0.9538333415985107,0.3846767246723175,0.8857545852661133
25,0.11761269718408585,0.9545666575431824,0.3680395483970642,0.8928067684173584
26,0.11873689293861389,0.9552333354949951,0.36240020394325256,0.8860366940498352
27,0.11694670468568802,0.9554666876792908,0.3987676501274109,0.8905500769615173
28,0.10678482055664062,0.9593666791915894,0.3777203857898712,0.8880112767219543
29,0.10968458652496338,0.9607333540916443,0.38327956199645996,0.8846262097358704
30,0.10039902478456497,0.9624666571617126,0.39286309480667114,0.8843441605567932
31,0.0950566902756691,0.9651666879653931,0.38123396039009094,0.8928067684173584
32,0.09801173955202103,0.963533341884613,0.397708535194397,0.8913963437080383
33,0.09212005883455276,0.965399980545044,0.39034944772720337,0.8885754346847534
34,0.09018212556838989,0.967033326625824,0.38828256726264954,0.8922426104545593
35,0.08610004186630249,0.9678666591644287,0.4091522991657257,0.8866008520126343
36,0.08496791869401932,0.9682999849319458,0.39336636662483215,0.8947814106941223
37,0.08557387441396713,0.9685666561126709,0.4194990396499634,0.8894217014312744
38,0.08102207630872726,0.9707000255584717,0.43445125222206116,0.8953455686569214
39,0.08009311556816101,0.9702333211898804,0.39766496419906616,0.8950634598731995
40,0.07886706292629242,0.9711999893188477,0.3868829607963562,0.8936530351638794
41,0.07529918104410172,0.9718000292778015,0.45212480425834656,0.8936530351638794
42,0.07474435865879059,0.9728000164031982,0.4072832465171814,0.8905500769615173
43,0.07179729640483856,0.9741666913032532,0.39231374859809875,0.8984485268592834
44,0.06984374672174454,0.9735999703407288,0.4122958779335022,0.8987306356430054
45,0.06799866259098053,0.9750333428382874,0.37906527519226074,0.9007052183151245
46,0.0667969137430191,0.9755333065986633,0.40241292119026184,0.8959097266197205
47,0.06258142739534378,0.9768666625022888,0.43103697896003723,0.8880112767219543
48,0.06156512722373009,0.9782999753952026,0.40660974383354187,0.8944993019104004
49,0.06075454130768776,0.9778333306312561,0.41112133860588074,0.8930888772010803
50,0.06527285277843475,0.9763000011444092,0.3966287672519684,0.8933709263801575
51,0.05861377716064453,0.9787333607673645,0.3946246802806854,0.8939351439476013
52,0.057697683572769165,0.9789666533470154,0.4018518328666687,0.8970381021499634
53,0.062392160296440125,0.9770333170890808,0.40958768129348755,0.8928067684173584
54,0.05586155503988266,0.9792333245277405,0.40916359424591064,0.8933709263801575
55,0.0565456748008728,0.9793000221252441,0.38758817315101624,0.8959097266197205
56,0.059593237936496735,0.9787999987602234,0.4109176695346832,0.8959097266197205
57,0.05418378859758377,0.980400025844574,0.39282721281051636,0.8976022601127625
58,0.051483869552612305,0.9811000227928162,0.40763548016548157,0.8992947936058044
59,0.05223621055483818,0.980400025844574,0.44679105281829834,0.8970381021499634
60,0.0544532909989357,0.9808666706085205,0.430296927690506,0.9029619097709656
61,0.054614268243312836,0.9798333048820496,0.41658562421798706,0.9001410603523254
62,0.05288432165980339,0.9814666509628296,0.41417866945266724,0.8992947936058044
63,0.04928531125187874,0.9822666645050049,0.4199741780757904,0.8970381021499634
64,0.04707752913236618,0.9830999970436096,0.46536722779273987,0.8953455686569214
