,loss,accuracy,val_loss,val_accuracy
0,0.716544508934021,0.6880666613578796,0.4453680217266083,0.8098730444908142
1,0.4863560199737549,0.7875000238418579,0.40043777227401733,0.8265162110328674
2,0.42038261890411377,0.8155666589736938,0.3569788336753845,0.8530324697494507
3,0.3745126724243164,0.8373000025749207,0.3631013035774231,0.8533145189285278
4,0.3293760418891907,0.8616666793823242,0.34067466855049133,0.861777126789093
5,0.28974175453186035,0.8802666664123535,0.33840399980545044,0.870803952217102
6,0.26372167468070984,0.8912000060081482,0.3334012031555176,0.8775740265846252
7,0.23089365661144257,0.9078999757766724,0.3379325866699219,0.8803949356079102
8,0.20618809759616852,0.918833315372467,0.33990857005119324,0.8809590935707092
9,0.18281224370002747,0.9286666512489319,0.3765532374382019,0.8705218434333801
10,0.17349165678024292,0.9344666600227356,0.3393723666667938,0.8846262097358704
11,0.15253926813602448,0.9423999786376953,0.345312237739563,0.8916783928871155
12,0.1446969211101532,0.9448999762535095,0.3649732172489166,0.8823695182800293
13,0.13038797676563263,0.9506999850273132,0.38252949714660645,0.8905500769615173
14,0.11814887821674347,0.9562000036239624,0.3703455626964569,0.8944993019104004
15,0.11551938205957413,0.9575333595275879,0.35292914509773254,0.8973201513290405
16,0.10351736098527908,0.9624333381652832,0.3401004672050476,0.9021156430244446
17,0.0928112268447876,0.9648666381835938,0.36952337622642517,0.9007052183151245
18,0.09497599303722382,0.9651666879653931,0.3708648085594177,0.9021156430244446
19,0.09107848256826401,0.9674666523933411,0.3706761300563812,0.8992947936058044
20,0.08190585672855377,0.9701666831970215,0.3901841938495636,0.8995768427848816
21,0.07930329442024231,0.9713000059127808,0.36993348598480225,0.9040902853012085
22,0.07180080562829971,0.9744666814804077,0.3927333950996399,0.9021156430244446
23,0.07045344263315201,0.9744666814804077,0.37335845828056335,0.8992947936058044
24,0.0716719701886177,0.974133312702179,0.40283358097076416,0.9015514850616455
25,0.062294814735651016,0.9780666828155518,0.4406208395957947,0.8922426104545593
26,0.058343950659036636,0.9789000153541565,0.40518298745155334,0.9043723344802856
